Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,Prompt 6,Prompt 7,Prompt 8,Prompt 9,Prompt 10,Prompt 11,Prompt 12,Prompt 13,doc_name,sent_idx,text,mention pair,label,Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,Prompt 6,Prompt 7,Prompt 8,Prompt 9,Prompt 10,Prompt 11,Prompt 12,Prompt 13
"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",1,PT,PT,PT,PT,PT,PT,PT,PT,PT,NF,NF,NF,NF
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}
 {'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",1,PT,PT,PT,PT,PT,PT,PT,PT,PT,NF,NF,NF,NF
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[2 3], Police said alcohol was a factor.  A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop. ,"[{'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'woman', 'start_token_id': 18, 'end_token_id': 18}
 {'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'woman', 'start_token_id': 18, 'end_token_id': 18}
 {'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'woman', 'start_token_id': 18, 'end_token_id': 18}
 {'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'woman', 'start_token_id': 18, 'end_token_id': 18}
 {'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'woman', 'start_token_id': 18, 'end_token_id': 18}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'woman', 'start_token_id': 18, 'end_token_id': 18}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}
 {'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}
 {'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,PF,PF,NT,NT,NT,NT,NT,NT
"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}
 {'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}]",1,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'motorist', 'start_token_id': 45, 'end_token_id': 45}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",1,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'Wednesday night', 'start_token_id': 46, 'end_token_id': 47}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}
 {'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}]",0,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': ""outside a Sam 's Club store in Bloomington"", 'start_token_id': 48, 'end_token_id': 55}
 {'mention': 'him', 'start_token_id': 70, 'end_token_id': 70}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[1, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 1]",21_1ecb.xml,[3 4]," A woman hit and killed by a motorist Wednesday night outside a Sam's Club store in Bloomington might be alive if the driver had listened to bystanders who frantically pleaded with him to stop.  LuAnn Marie Johnson, 66, of Burnsville, was walking into the store at 200 W. American Blvd. with her husband when she was struck just after 7 p.m., said Sgt. Marty Earley. ","[{'mention': 'driver', 'start_token_id': 61, 'end_token_id': 61}
 {'mention': 'bystanders', 'start_token_id': 65, 'end_token_id': 65}]",0,NT,NT,NT,NT,NT,PF,NT,NT,NT,NT,NT,NT,NT
